Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-10-17 19:22:22;1729182142.548472;faceUp;-0.0399932861328125;-0.1611480712890625;-1.0128326416015625;
2024-10-17 19:22:22;1729182142.5506902;faceUp;-0.0119781494140625;-0.1740570068359375;-1.032196044921875;
2024-10-17 19:22:22;1729182142.551038;faceUp;-0.0340118408203125;-0.19085693359375;-0.931060791015625;
2024-10-17 19:22:22;1729182142.551141;faceUp;-0.03192138671875;-0.195465087890625;-0.9702301025390625;
2024-10-17 19:22:22;1729182142.5512428;faceUp;-0.0260467529296875;-0.187652587890625;-0.9798583984375;
2024-10-17 19:22:22;1729182142.575921;faceUp;-0.0185394287109375;-0.18389892578125;-0.982757568359375;
2024-10-17 19:22:22;1729182142.626258;faceUp;-0.0113372802734375;-0.1813812255859375;-0.9862823486328125;
2024-10-17 19:22:22;1729182142.6764588;faceUp;-0.0058135986328125;-0.1933746337890625;-0.9816741943359375;
2024-10-17 19:22:22;1729182142.726821;faceUp;-0.00927734375;-0.1883697509765625;-0.97528076171875;
2024-10-17 19:22:22;1729182142.777106;faceUp;0.0006561279296875;-0.1922607421875;-0.98822021484375;
2024-10-17 19:22:22;1729182142.827261;faceUp;-0.004852294921875;-0.19500732421875;-0.96539306640625;
2024-10-17 19:22:22;1729182142.877397;faceUp;-0.0025482177734375;-0.1878662109375;-0.993377685546875;
2024-10-17 19:22:22;1729182142.927905;faceUp;0.0056304931640625;-0.17840576171875;-0.98663330078125;
2024-10-17 19:22:22;1729182142.978189;faceUp;-0.001708984375;-0.18951416015625;-0.9593963623046875;
2024-10-17 19:22:22;1729182143.028523;faceUp;-0.0164031982421875;-0.187042236328125;-0.970916748046875;
2024-10-17 19:22:22;1729182143.078672;faceUp;-0.006195068359375;-0.1860809326171875;-1.0000152587890625;
2024-10-17 19:22:22;1729182143.1289911;faceUp;-0.018035888671875;-0.1949462890625;-0.9493560791015625;
2024-10-17 19:22:22;1729182143.1792622;faceUp;-0.016021728515625;-0.1952056884765625;-0.999847412109375;
2024-10-17 19:22:22;1729182143.229512;faceUp;-0.0333251953125;-0.1949462890625;-0.9554595947265625;
2024-10-17 19:22:22;1729182143.2797542;faceUp;-0.0341339111328125;-0.203277587890625;-0.9502105712890625;
2024-10-17 19:22:22;1729182143.330008;faceUp;-0.025787353515625;-0.1934661865234375;-0.96044921875;
2024-10-17 19:22:22;1729182143.380363;faceUp;-0.0055694580078125;-0.2019195556640625;-0.961181640625;
2024-10-17 19:22:22;1729182143.4306211;faceUp;-0.005706787109375;-0.205718994140625;-0.942474365234375;
2024-10-17 19:22:22;1729182143.4808002;faceUp;0.003204345703125;-0.19610595703125;-0.976806640625;
2024-10-17 19:22:22;1729182143.531127;faceUp;0.022735595703125;-0.2034912109375;-0.97821044921875;
2024-10-17 19:22:22;1729182143.581317;faceUp;0.0529022216796875;-0.2177734375;-0.975067138671875;
2024-10-17 19:22:22;1729182143.6316261;faceUp;0.0969696044921875;-0.2465667724609375;-0.92877197265625;
2024-10-17 19:22:22;1729182143.682832;faceUp;0.1346588134765625;-0.231536865234375;-1.0038299560546875;
2024-10-17 19:22:22;1729182143.732719;faceUp;0.0688018798828125;-0.26611328125;-0.9392547607421875;
2024-10-17 19:22:22;1729182143.782775;faceUp;0.0253448486328125;-0.28204345703125;-0.91058349609375;
2024-10-17 19:22:22;1729182143.832809;faceUp;0.0364990234375;-0.243865966796875;-0.975555419921875;
2024-10-17 19:22:22;1729182143.8829808;faceUp;0.0503387451171875;-0.2480010986328125;-0.936370849609375;
2024-10-17 19:22:22;1729182143.933281;faceUp;0.0489654541015625;-0.27301025390625;-0.932769775390625;
2024-10-17 19:22:22;1729182143.983454;faceUp;0.049163818359375;-0.250762939453125;-1.033935546875;
2024-10-17 19:22:22;1729182144.033792;faceUp;0.0048828125;-0.2181396484375;-1.09136962890625;
2024-10-17 19:22:22;1729182144.083973;faceUp;-0.0468902587890625;-0.2220916748046875;-1.107421875;
2024-10-17 19:22:22;1729182144.1343222;faceUp;-0.0836029052734375;-0.19171142578125;-1.121673583984375;
2024-10-17 19:22:22;1729182144.184519;faceUp;-0.0693206787109375;-0.139129638671875;-1.2699127197265625;
2024-10-17 19:22:22;1729182144.234857;faceUp;-0.0860443115234375;-0.1492767333984375;-1.052337646484375;
2024-10-17 19:22:22;1729182144.285049;faceUp;-0.1154327392578125;-0.0910797119140625;-1.0168914794921875;
2024-10-17 19:22:22;1729182144.3354359;faceUp;-0.0584259033203125;-0.0432586669921875;-1.0496826171875;
2024-10-17 19:22:22;1729182144.3856091;faceUp;-0.0034637451171875;-0.103363037109375;-0.8943634033203125;
2024-10-17 19:22:22;1729182144.43593;faceUp;-0.025909423828125;-0.14288330078125;-0.686981201171875;
2024-10-17 19:22:22;1729182144.4861479;faceUp;-0.012969970703125;-0.1610870361328125;-0.802703857421875;
2024-10-17 19:22:22;1729182144.536574;faceUp;0.0213623046875;-0.185638427734375;-0.872161865234375;
2024-10-17 19:22:22;1729182144.586711;faceUp;-0.014068603515625;-0.223724365234375;-0.87139892578125;
2024-10-17 19:22:22;1729182144.637033;faceUp;-0.0027923583984375;-0.2969818115234375;-0.9437713623046875;
2024-10-17 19:22:22;1729182144.6872401;faceUp;0.0521087646484375;-0.276763916015625;-0.9331207275390625;
2024-10-17 19:22:22;1729182144.737543;faceUp;0.0404205322265625;-0.215728759765625;-1.007904052734375;
2024-10-17 19:22:22;1729182144.7878861;faceUp;0.0063018798828125;-0.091552734375;-1.303863525390625;
2024-10-17 19:22:22;1729182144.838091;faceUp;0.0545196533203125;-0.0131378173828125;-1.2183380126953125;
2024-10-17 19:22:22;1729182144.8882709;faceUp;0.071868896484375;0.0015106201171875;-1.108795166015625;
2024-10-17 19:22:22;1729182144.938621;faceUp;0.0734405517578125;-0.102935791015625;-0.8941497802734375;
