Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-10-17 14:56:15;1729166175.764312;faceUp;-0.044464111328125;-0.1586151123046875;-0.9290771484375;
2024-10-17 14:56:15;1729166175.768173;faceUp;-0.018157958984375;-0.1478118896484375;-0.9855804443359375;
2024-10-17 14:56:15;1729166175.768462;faceUp;-0.014892578125;-0.148345947265625;-1.013519287109375;
2024-10-17 14:56:15;1729166175.809482;faceUp;-0.0086212158203125;-0.1506805419921875;-0.9930419921875;
2024-10-17 14:56:15;1729166175.859696;faceUp;-0.006744384765625;-0.1507415771484375;-0.9818878173828125;
2024-10-17 14:56:15;1729166175.910217;faceUp;-0.0068206787109375;-0.1436767578125;-0.977020263671875;
2024-10-17 14:56:15;1729166175.960946;faceUp;-0.01409912109375;-0.1558685302734375;-1.003326416015625;
2024-10-17 14:56:15;1729166176.0106502;faceUp;-0.0084075927734375;-0.1479644775390625;-0.975677490234375;
2024-10-17 14:56:15;1729166176.060917;faceUp;-0.015960693359375;-0.1504364013671875;-0.9971771240234375;
2024-10-17 14:56:15;1729166176.111263;faceUp;-0.0150146484375;-0.1569976806640625;-0.9849700927734375;
2024-10-17 14:56:15;1729166176.1614351;faceUp;-0.007537841796875;-0.149322509765625;-0.98114013671875;
2024-10-17 14:56:15;1729166176.211721;faceUp;-0.0163116455078125;-0.1556549072265625;-0.99505615234375;
2024-10-17 14:56:15;1729166176.261914;faceUp;-0.0062713623046875;-0.1475982666015625;-0.9984130859375;
2024-10-17 14:56:15;1729166176.312289;faceUp;-0.01861572265625;-0.150299072265625;-0.9671783447265625;
2024-10-17 14:56:15;1729166176.362423;faceUp;-0.0181121826171875;-0.15277099609375;-0.99810791015625;
2024-10-17 14:56:15;1729166176.412718;faceUp;-0.017730712890625;-0.1549224853515625;-0.97607421875;
2024-10-17 14:56:15;1729166176.462925;faceUp;-0.01055908203125;-0.150726318359375;-0.99139404296875;
2024-10-17 14:56:15;1729166176.5131989;faceUp;-0.0102081298828125;-0.1491546630859375;-0.9839630126953125;
2024-10-17 14:56:15;1729166176.5634131;faceUp;-0.0093536376953125;-0.1468048095703125;-0.9946441650390625;
